"location_id","year"
"41281",2017
"41282",2017
"41283",2017
"41284",2017
"41285",2017
"41286",2017
"41287",2017
"41288",2017
"41289",2017
"41290",2017
"37893",2012
"37897",2012
"37898",2012
"37899",2012
"37901",2012
